MoMo更新,#genre#
文物宝库,http://39.84.70.176:4000/udp/239.253.254.141:8000
武术世界,http://39.84.70.176:4000/udp/239.253.254.140:8000
云南卫视,http://39.84.70.176:4000/udp/239.253.254.196:8000
浙江卫视,http://39.84.70.176:4000/udp/239.253.254.84:8000
中国交通,http://39.84.70.176:4000/udp/239.253.254.177:8000
重庆卫视,http://39.84.70.176:4000/udp/239.253.254.38:8000
综合,http://39.84.70.176:4000/udp/239.253.254.245:8000
综合,http://39.84.70.176:4000/udp/239.253.254.246:8000
游戏风云,http://39.84.70.176:4000/udp/239.253.254.95:8000

CCTV1,http://27.208.166.188:8000/udp/239.253.254.77:8000
CCTV2,http://27.208.166.188:8000/udp/239.253.254.232:8000
CCTV3,http://27.208.166.188:8000/udp/239.253.254.191:8000
CCTV4,http://27.208.166.188:8000/udp/239.253.254.111:8000
CCTV4,http://27.208.166.188:8000/udp/239.253.254.186:8000
CCTV4,http://27.208.166.188:8000/udp/239.253.254.187:8000
CCTV5,http://27.208.166.188:8000/udp/239.253.254.192:8000
CCTV5+,http://27.208.166.188:8000/udp/239.253.254.80:8000
CCTV6,http://27.208.166.188:8000/udp/239.253.254.193:8000
CCTV7,http://27.208.166.188:8000/udp/239.253.254.233:8000
CCTV8,http://27.208.166.188:8000/udp/239.253.254.194:8000
CCTV9,http://27.208.166.188:8000/udp/239.253.254.79:8000
CCTV10,http://27.208.166.188:8000/udp/239.253.254.234:8000
CCTV11,http://27.208.166.188:8000/udp/239.253.254.169:8000
CCTV12,http://27.208.166.188:8000/udp/239.253.254.235:8000
CCTV13,http://27.208.166.188:8000/udp/239.253.254.175:8000
CCTV14,http://27.208.166.188:8000/udp/239.253.254.236:8000
CCTV15,http://27.208.166.188:8000/udp/239.253.254.170:8000
CCTV17,http://27.208.166.188:8000/udp/239.253.254.168:8000
CETV1,http://27.208.166.188:8000/udp/239.253.254.110:8000
CETV4,http://27.208.166.188:8000/udp/239.253.254.116:8000
CGTN,http://27.208.166.188:8000/udp/239.253.254.182:8000
CGTN,http://27.208.166.188:8000/udp/239.253.254.183:8000
CGTN,http://27.208.166.188:8000/udp/239.253.254.184:8000
CGTN,http://27.208.166.188:8000/udp/239.253.254.185:8000
CGTN,http://27.208.166.188:8000/udp/239.253.254.188:8000
CGTN,http://27.208.166.188:8000/udp/239.253.254.189:8000
CHC动作电影,http://27.208.166.188:8000/udp/239.253.254.153:8000
CHC高清电影,http://27.208.166.188:8000/udp/239.253.254.154:8000
CHC家庭影院,http://27.208.166.188:8000/udp/239.253.254.152:8000
安徽卫视,http://27.208.166.188:8000/udp/239.253.254.87:8000
北京卫视,http://27.208.166.188:8000/udp/239.253.254.85:8000
茶频道,http://27.208.166.188:8000/udp/239.253.254.143:8000
东方财经,http://27.208.166.188:8000/udp/239.253.254.94:8000
东方卫视,http://27.208.166.188:8000/udp/239.253.254.86:8000
东南卫视,http://27.208.166.188:8000/udp/239.253.254.105:8000
动漫秀场,http://27.208.166.188:8000/udp/239.253.254.115:8000
都市剧场,http://27.208.166.188:8000/udp/239.253.254.98:8000
法治天地,http://27.208.166.188:8000/udp/239.253.254.96:8000
甘肃卫视,http://27.208.166.188:8000/udp/239.253.254.74:8000
广东卫视,http://27.208.166.188:8000/udp/239.253.254.90:8000
广西卫视,http://27.208.166.188:8000/udp/239.253.254.197:8000
贵州卫视,http://27.208.166.188:8000/udp/239.253.254.113:8000
海南卫视,http://27.208.166.188:8000/udp/239.253.254.179:8000
海洋,http://27.208.166.188:8000/udp/239.253.254.67:8000
河北卫视,http://27.208.166.188:8000/udp/239.253.254.112:8000
河南卫视,http://27.208.166.188:8000/udp/239.253.254.190:8000
黑龙江卫视,http://27.208.166.188:8000/udp/239.253.254.93:8000
湖北卫视,http://27.208.166.188:8000/udp/239.253.254.88:8000
湖南卫视,http://27.208.166.188:8000/udp/239.253.254.82:8000
吉林卫视,http://27.208.166.188:8000/udp/239.253.254.173:8000
江苏卫视,http://27.208.166.188:8000/udp/239.253.254.83:8000
江西卫视,http://27.208.166.188:8000/udp/239.253.254.47:8000
金色学堂,http://27.208.166.188:8000/udp/239.253.254.101:8000
金鹰纪实,http://27.208.166.188:8000/udp/239.253.254.103:8000
金鹰卡通,http://27.208.166.188:8000/udp/239.253.254.117:8000
精彩电影,http://27.208.166.188:8000/udp/239.253.254.142:8000
卡酷少儿,http://27.208.166.188:8000/udp/239.253.254.66:8000
莱西,http://27.208.166.188:8000/udp/239.253.254.247:8000
崂山,http://27.208.166.188:8000/udp/239.253.254.242:8000
梨园,http://27.208.166.188:8000/udp/239.253.254.139:8000
辽宁卫视,http://27.208.166.188:8000/udp/239.253.254.92:8000
魅力足球,http://27.208.166.188:8000/udp/239.253.254.100:8000
平度,http://27.208.166.188:8000/udp/239.253.254.248:8000
青岛李沧,http://27.208.166.188:8000/udp/239.253.254.249:8000
青岛李沧,http://27.208.166.188:8000/udp/239.253.254.250:8000
青岛李沧,http://27.208.166.188:8000/udp/239.253.254.251:8000
青岛李沧,http://27.208.166.188:8000/udp/239.253.254.252:8000
青岛李沧,http://27.208.166.188:8000/udp/239.253.254.253:8000
青岛生活,http://27.208.166.188:8000/udp/239.253.254.244:8000
青岛综合,http://27.208.166.188:8000/udp/239.253.254.243:8000
青海卫视,http://27.208.166.188:8000/udp/239.253.254.195:8000
山东教育,http://27.208.166.188:8000/udp/239.253.254.59:8000
山东农科,http://27.208.166.188:8000/udp/239.253.254.24:8000
山东齐鲁,http://27.208.166.188:8000/udp/239.253.254.114:8000
山东少儿,http://27.208.166.188:8000/udp/239.253.254.25:8000
山东生活,http://27.208.166.188:8000/udp/239.253.254.151:8000
山东体育,http://27.208.166.188:8000/udp/239.253.254.22:8000
山东卫视,http://27.208.166.188:8000/udp/239.253.254.78:8000
山东文旅,http://27.208.166.188:8000/udp/239.253.254.160:8000
山东新闻,http://27.208.166.188:8000/udp/239.253.254.23:8000
山东综艺,http://27.208.166.188:8000/udp/239.253.254.159:8000
深圳卫视,http://27.208.166.188:8000/udp/239.253.254.91:8000
生活时尚,http://27.208.166.188:8000/udp/239.253.254.99:8000
四川卫视,http://27.208.166.188:8000/udp/239.253.254.180:8000
四海钓鱼,http://27.208.166.188:8000/udp/239.253.254.109:8000
四海钓鱼,http://27.208.166.188:8000/udp/239.253.254.144:8000
天津卫视,http://27.208.166.188:8000/udp/239.253.254.89:8000
文物宝库,http://27.208.166.188:8000/udp/239.253.254.141:8000
武术世界,http://27.208.166.188:8000/udp/239.253.254.140:8000
云南卫视,http://27.208.166.188:8000/udp/239.253.254.196:8000
浙江卫视,http://27.208.166.188:8000/udp/239.253.254.84:8000
中国交通,http://27.208.166.188:8000/udp/239.253.254.177:8000
重庆卫视,http://27.208.166.188:8000/udp/239.253.254.38:8000
综合,http://27.208.166.188:8000/udp/239.253.254.245:8000
综合,http://27.208.166.188:8000/udp/239.253.254.246:8000
游戏风云,http://27.208.166.188:8000/udp/239.253.254.95:8000

山西联通,#genre#
山西卫视,http://183.188.229.129:6000/rtp/226.0.2.152:9128
山西黄河频道,http://183.188.229.129:6000/rtp/226.0.2.235:9792
山西经济与科技,http://183.188.229.129:6000/rtp/226.0.2.236:9800
山西影视频道,http://183.188.229.129:6000/rtp/226.0.2.237:9808
山西社会与法治,http://183.188.229.129:6000/rtp/226.0.2.238:9816
山西文体生活,http://183.188.229.129:6000/rtp/226.0.2.16:8040
CCTV-1综合,http://183.188.229.129:6000/rtp/226.0.2.153:9136
CCTV-2财经,http://183.188.229.129:6000/rtp/226.0.2.154:9144
CCTV-3综艺,http://183.188.229.129:6000/rtp/226.0.2.208:9576
CCTV-4中文国际,http://183.188.229.129:6000/rtp/226.0.2.156:9160
CCTV-5体育,http://183.188.229.129:6000/rtp/226.0.2.209:9584
CCTV-6电影,http://183.188.229.129:6000/rtp/226.0.2.210:9592
CCTV-7国防军事,http://183.188.229.129:6000/rtp/226.0.2.159:9184
CCTV-8电视剧,http://183.188.229.129:6000/rtp/226.0.2.211:9600
CCTV-9纪录,http://183.188.229.129:6000/rtp/226.0.2.161:9200
CCTV-10科教,http://183.188.229.129:6000/rtp/226.0.2.162:9208
CCTV-12社会与法,http://183.188.229.129:6000/rtp/226.0.2.164:9224
CCTV-13新闻,http://183.188.229.129:6000/rtp/226.0.2.165:9232
CCTV-14少儿,http://183.188.229.129:6000/rtp/226.0.2.166:9240
CCTV-16奥林匹克,http://183.188.229.129:6000/rtp/226.0.2.169:9264
CCTV-17农业农村,http://183.188.229.129:6000/rtp/226.0.2.170:9272
CCTV-5+体育赛事,http://183.188.229.129:6000/rtp/226.0.2.168:9256
CCTV-风云足球,http://183.188.229.129:6000/rtp/226.0.2.225:9712
CCTV-高尔夫网球,http://183.188.229.129:6000/rtp/226.0.2.217:9648
CCTV-风云剧场,http://183.188.229.129:6000/rtp/226.0.2.227:9728
CCTV-第一剧场,http://183.188.229.129:6000/rtp/226.0.2.221:9680
CCTV-怀旧剧场,http://183.188.229.129:6000/rtp/226.0.2.224:9704
CHC高清电影,http://183.188.229.129:6000/rtp/226.0.2.93:8004
CHC动作电影,http://183.188.229.129:6000/rtp/226.0.2.94:8012
CHC家庭影院,http://183.188.229.129:6000/rtp/226.0.2.240:9820
CCTV-世界地理,http://183.188.229.129:6000/rtp/226.0.2.222:9688
CCTV-兵器科技,http://183.188.229.129:6000/rtp/226.0.2.223:9696
CCTV-电视指南,http://183.188.229.129:6000/rtp/226.0.2.218:9656
CCTV-文化精品,http://183.188.229.129:6000/rtp/226.0.2.219:9664
CCTV-央视台球,http://183.188.229.129:6000/rtp/226.0.2.216:9640
CCTV-风云音乐,http://183.188.229.129:6000/rtp/226.0.2.220:9672
CCTV-女性时尚,http://183.188.229.129:6000/rtp/226.0.2.226:9720
湖南卫视,http://183.188.229.129:6000/rtp/226.0.2.143:9056
浙江卫视,http://183.188.229.129:6000/rtp/226.0.2.144:9064
安徽卫视,http://183.188.229.129:6000/rtp/226.0.2.145:9072
广东卫视,http://183.188.229.129:6000/rtp/226.0.2.146:9080
深圳卫视,http://183.188.229.129:6000/rtp/226.0.2.147:9088
天津卫视,http://183.188.229.129:6000/rtp/226.0.2.148:9096
山东卫视,http://183.188.229.129:6000/rtp/226.0.2.149:9104
湖北卫视,http://183.188.229.129:6000/rtp/226.0.2.150:9112
东南卫视,http://183.188.229.129:6000/rtp/226.0.2.188:9416
黑龙江卫视,http://183.188.229.129:6000/rtp/226.0.2.151:9120
辽宁卫视,http://183.188.229.129:6000/rtp/226.0.2.173:9296
重庆卫视,http://183.188.229.129:6000/rtp/226.0.2.174:9304
东方卫视,http://183.188.229.129:6000/rtp/226.0.2.175:9312
江苏卫视,http://183.188.229.129:6000/rtp/226.0.2.176:9320
北京卫视,http://183.188.229.129:6000/rtp/226.0.2.177:9328
河北卫视,http://183.188.229.129:6000/rtp/226.0.2.178:9336
四川卫视,http://183.188.229.129:6000/rtp/226.0.2.179:9344
贵州卫视,http://183.188.229.129:6000/rtp/226.0.2.180:9352
广西卫视,http://183.188.229.129:6000/rtp/226.0.2.231:9760
河南卫视,http://183.188.229.129:6000/rtp/226.0.2.52:8328
江西卫视,http://183.188.229.129:6000/rtp/226.0.2.54:8344
吉林卫视,http://183.188.229.129:6000/rtp/226.0.2.58:8376
海南卫视,http://183.188.229.129:6000/rtp/226.0.2.212:9608
湖南金鹰纪实,http://183.188.229.129:6000/rtp/226.0.2.194:9464
湖南金鹰卡通,http://183.188.229.129:6000/rtp/226.0.2.172:9288
上海纪实人文,http://183.188.229.129:6000/rtp/226.0.2.193:9456
上海动漫秀场,http://183.188.229.129:6000/rtp/226.0.2.183:9376
上海都市剧场,http://183.188.229.129:6000/rtp/226.0.2.81:8560
上海法治天地,http://183.188.229.129:6000/rtp/226.0.2.83:8576
上海东方财经,http://183.188.229.129:6000/rtp/226.0.2.76:8520
上海乐游纪实,http://183.188.229.129:6000/rtp/226.0.2.77:8528
上海游戏风云,http://183.188.229.129:6000/rtp/226.0.2.78:8536
上海生活时尚,http://183.188.229.129:6000/rtp/226.0.2.84:8584
上海金色学堂,http://183.188.229.129:6000/rtp/226.0.2.182:9368
河南文物宝库,http://183.188.229.129:6000/rtp/226.0.2.110:8792
河南梨园频道,http://183.188.229.129:6000/rtp/226.0.2.115:8832
河南武术世界,http://183.188.229.129:6000/rtp/226.0.2.97:8688
CETV1,http://183.188.229.129:6000/rtp/226.0.2.181:9360
CETV早期教育,http://183.188.229.129:6000/rtp/226.0.2.99:8704
中国天气,http://183.188.229.129:6000/rtp/226.0.2.103:8736
清徐,http://183.188.229.129:6000/rtp/226.0.2.191:9440
朔州-1,http://183.188.229.129:6000/rtp/226.0.2.185:9392
朔州-2,http://183.188.229.129:6000/rtp/226.0.2.186:9400
孝义电视台,http://183.188.229.129:6000/rtp/226.0.2.189:9424
古交电视台,http://183.188.229.129:6000/rtp/226.0.2.192:9448
阳曲,http://183.188.229.129:6000/rtp/226.0.2.196:9480
九屏测试,http://183.188.229.129:6000/rtp/226.0.2.197:9488
太原1,http://183.188.229.129:6000/rtp/226.0.2.201:9520
太原2,http://183.188.229.129:6000/rtp/226.0.2.202:9528
太原3,http://183.188.229.129:6000/rtp/226.0.2.203:9536
太原4,http://183.188.229.129:6000/rtp/226.0.2.204:9544
太原5,http://183.188.229.129:6000/rtp/226.0.2.205:9552
太原教育,http://183.188.229.129:6000/rtp/226.0.2.206:9560
晋能控股,http://183.188.229.129:6000/rtp/226.0.2.229:9744
大同教育,http://183.188.229.129:6000/rtp/226.0.2.232:9772
阳泉-1新闻综合,http://183.188.229.129:6000/rtp/226.0.2.233:9776
阳泉-2科教,http://183.188.229.129:6000/rtp/226.0.2.234:9784

山西卫视,http://124.163.112.121:6001/rtp/226.0.2.152:9128
山西黄河频道,http://124.163.112.121:6001/rtp/226.0.2.235:9792
山西经济与科技,http://124.163.112.121:6001/rtp/226.0.2.236:9800
山西影视频道,http://124.163.112.121:6001/rtp/226.0.2.237:9808
山西社会与法治,http://124.163.112.121:6001/rtp/226.0.2.238:9816
山西文体生活,http://124.163.112.121:6001/rtp/226.0.2.16:8040
CCTV-1综合,http://124.163.112.121:6001/rtp/226.0.2.153:9136
CCTV-2财经,http://124.163.112.121:6001/rtp/226.0.2.154:9144
CCTV-3综艺,http://124.163.112.121:6001/rtp/226.0.2.208:9576
CCTV-4中文国际,http://124.163.112.121:6001/rtp/226.0.2.156:9160
CCTV-5体育,http://124.163.112.121:6001/rtp/226.0.2.209:9584
CCTV-6电影,http://124.163.112.121:6001/rtp/226.0.2.210:9592
CCTV-7国防军事,http://124.163.112.121:6001/rtp/226.0.2.159:9184
CCTV-8电视剧,http://124.163.112.121:6001/rtp/226.0.2.211:9600
CCTV-9纪录,http://124.163.112.121:6001/rtp/226.0.2.161:9200
CCTV-10科教,http://124.163.112.121:6001/rtp/226.0.2.162:9208
CCTV-12社会与法,http://124.163.112.121:6001/rtp/226.0.2.164:9224
CCTV-13新闻,http://124.163.112.121:6001/rtp/226.0.2.165:9232
CCTV-14少儿,http://124.163.112.121:6001/rtp/226.0.2.166:9240
CCTV-16奥林匹克,http://124.163.112.121:6001/rtp/226.0.2.169:9264
CCTV-17农业农村,http://124.163.112.121:6001/rtp/226.0.2.170:9272
CCTV-5+体育赛事,http://124.163.112.121:6001/rtp/226.0.2.168:9256
CCTV-风云足球,http://124.163.112.121:6001/rtp/226.0.2.225:9712
CCTV-高尔夫网球,http://124.163.112.121:6001/rtp/226.0.2.217:9648
CCTV-风云剧场,http://124.163.112.121:6001/rtp/226.0.2.227:9728
CCTV-第一剧场,http://124.163.112.121:6001/rtp/226.0.2.221:9680
CCTV-怀旧剧场,http://124.163.112.121:6001/rtp/226.0.2.224:9704
CHC高清电影,http://124.163.112.121:6001/rtp/226.0.2.93:8004
CHC动作电影,http://124.163.112.121:6001/rtp/226.0.2.94:8012
CHC家庭影院,http://124.163.112.121:6001/rtp/226.0.2.240:9820
CCTV-世界地理,http://124.163.112.121:6001/rtp/226.0.2.222:9688
CCTV-兵器科技,http://124.163.112.121:6001/rtp/226.0.2.223:9696
CCTV-电视指南,http://124.163.112.121:6001/rtp/226.0.2.218:9656
CCTV-文化精品,http://124.163.112.121:6001/rtp/226.0.2.219:9664
CCTV-央视台球,http://124.163.112.121:6001/rtp/226.0.2.216:9640
CCTV-风云音乐,http://124.163.112.121:6001/rtp/226.0.2.220:9672
CCTV-女性时尚,http://124.163.112.121:6001/rtp/226.0.2.226:9720
湖南卫视,http://124.163.112.121:6001/rtp/226.0.2.143:9056
浙江卫视,http://124.163.112.121:6001/rtp/226.0.2.144:9064
安徽卫视,http://124.163.112.121:6001/rtp/226.0.2.145:9072
广东卫视,http://124.163.112.121:6001/rtp/226.0.2.146:9080
深圳卫视,http://124.163.112.121:6001/rtp/226.0.2.147:9088
天津卫视,http://124.163.112.121:6001/rtp/226.0.2.148:9096
山东卫视,http://124.163.112.121:6001/rtp/226.0.2.149:9104
湖北卫视,http://124.163.112.121:6001/rtp/226.0.2.150:9112
东南卫视,http://124.163.112.121:6001/rtp/226.0.2.188:9416
黑龙江卫视,http://124.163.112.121:6001/rtp/226.0.2.151:9120
辽宁卫视,http://124.163.112.121:6001/rtp/226.0.2.173:9296
重庆卫视,http://124.163.112.121:6001/rtp/226.0.2.174:9304
东方卫视,http://124.163.112.121:6001/rtp/226.0.2.175:9312
江苏卫视,http://124.163.112.121:6001/rtp/226.0.2.176:9320
北京卫视,http://124.163.112.121:6001/rtp/226.0.2.177:9328
河北卫视,http://124.163.112.121:6001/rtp/226.0.2.178:9336
四川卫视,http://124.163.112.121:6001/rtp/226.0.2.179:9344
贵州卫视,http://124.163.112.121:6001/rtp/226.0.2.180:9352
广西卫视,http://124.163.112.121:6001/rtp/226.0.2.231:9760
河南卫视,http://124.163.112.121:6001/rtp/226.0.2.52:8328
江西卫视,http://124.163.112.121:6001/rtp/226.0.2.54:8344
吉林卫视,http://124.163.112.121:6001/rtp/226.0.2.58:8376
海南卫视,http://124.163.112.121:6001/rtp/226.0.2.212:9608
湖南金鹰纪实,http://124.163.112.121:6001/rtp/226.0.2.194:9464
湖南金鹰卡通,http://124.163.112.121:6001/rtp/226.0.2.172:9288
上海纪实人文,http://124.163.112.121:6001/rtp/226.0.2.193:9456
上海动漫秀场,http://124.163.112.121:6001/rtp/226.0.2.183:9376
上海都市剧场,http://124.163.112.121:6001/rtp/226.0.2.81:8560
上海法治天地,http://124.163.112.121:6001/rtp/226.0.2.83:8576
上海东方财经,http://124.163.112.121:6001/rtp/226.0.2.76:8520
上海乐游纪实,http://124.163.112.121:6001/rtp/226.0.2.77:8528
上海游戏风云,http://124.163.112.121:6001/rtp/226.0.2.78:8536
上海生活时尚,http://124.163.112.121:6001/rtp/226.0.2.84:8584
上海金色学堂,http://124.163.112.121:6001/rtp/226.0.2.182:9368
河南文物宝库,http://124.163.112.121:6001/rtp/226.0.2.110:8792
河南梨园频道,http://124.163.112.121:6001/rtp/226.0.2.115:8832
河南武术世界,http://124.163.112.121:6001/rtp/226.0.2.97:8688
CETV1,http://124.163.112.121:6001/rtp/226.0.2.181:9360
CETV早期教育,http://124.163.112.121:6001/rtp/226.0.2.99:8704
中国天气,http://124.163.112.121:6001/rtp/226.0.2.103:8736
清徐,http://124.163.112.121:6001/rtp/226.0.2.191:9440
朔州-1,http://124.163.112.121:6001/rtp/226.0.2.185:9392
朔州-2,http://124.163.112.121:6001/rtp/226.0.2.186:9400
孝义电视台,http://124.163.112.121:6001/rtp/226.0.2.189:9424
古交电视台,http://124.163.112.121:6001/rtp/226.0.2.192:9448
阳曲,http://124.163.112.121:6001/rtp/226.0.2.196:9480
九屏测试,http://124.163.112.121:6001/rtp/226.0.2.197:9488
太原1,http://124.163.112.121:6001/rtp/226.0.2.201:9520
太原2,http://124.163.112.121:6001/rtp/226.0.2.202:9528
太原3,http://124.163.112.121:6001/rtp/226.0.2.203:9536
太原4,http://124.163.112.121:6001/rtp/226.0.2.204:9544
太原5,http://124.163.112.121:6001/rtp/226.0.2.205:9552
太原教育,http://124.163.112.121:6001/rtp/226.0.2.206:9560
晋能控股,http://124.163.112.121:6001/rtp/226.0.2.229:9744
大同教育,http://124.163.112.121:6001/rtp/226.0.2.232:9772
阳泉-1新闻综合,http://124.163.112.121:6001/rtp/226.0.2.233:9776
阳泉-2科教,http://124.163.112.121:6001/rtp/226.0.2.234:9784

江苏电信,#genre#
江苏卫视,http://117.90.94.196:6000/rtp/239.49.8.138:6000
江苏城市频道,http://117.90.94.196:6000/rtp/239.49.8.107:8000
江苏综艺频道,http://117.90.94.196:6000/rtp/239.49.8.108:8000
江苏体育休闲,http://117.90.94.196:6000/rtp/239.49.8.117:8000
江苏影视频道,http://117.90.94.196:6000/rtp/239.49.8.118:8000
江苏优漫卡通,http://117.90.94.196:6000/rtp/239.49.8.119:8000
江苏新闻频道,http://117.90.94.196:6000/rtp/239.49.8.120:8000
江苏教育频道,http://117.90.94.196:6000/rtp/239.49.8.122:8000
江苏国际频道,http://117.90.94.196:6000/rtp/239.49.1.23:6000
江苏财富天下,http://117.90.94.196:6000/rtp/239.49.1.29:6000
CCTV-1综合,http://117.90.94.196:6000/rtp/239.49.8.129:6000
CCTV-2财经,http://117.90.94.196:6000/rtp/239.49.8.130:6000
CCTV-3综艺,http://117.90.94.196:6000/rtp/239.49.1.3:6000
CCTV-4中文国际,http://117.90.94.196:6000/rtp/239.49.8.131:6000
CCTV-5体育,http://117.90.94.196:6000/rtp/239.49.1.5:6000
CCTV-5+体育赛事,http://117.90.94.196:6000/rtp/239.49.8.18:9610
CCTV-6电影,http://117.90.94.196:6000/rtp/239.49.1.6:6000
CCTV-7国防军事,http://117.90.94.196:6000/rtp/239.49.1.254:6000
CCTV-8电视剧,http://117.90.94.196:6000/rtp/239.49.1.8:6000
CCTV-9纪录,http://117.90.94.196:6000/rtp/239.49.8.53:9814
CCTV-10科教,http://117.90.94.196:6000/rtp/239.49.8.134:6000
CCTV-11戏曲,http://117.90.94.196:6000/rtp/239.49.1.11:6000
CCTV-12社会与法,http://117.90.94.196:6000/rtp/239.49.8.135:6000
CCTV-13新闻,http://117.90.94.196:6000/rtp/239.49.1.13:6000
CCTV-14少儿,http://117.90.94.196:6000/rtp/239.49.8.136:6000
CCTV-15音乐,http://117.90.94.196:6000/rtp/239.49.1.15:6000
CCTV-17农业农村,http://117.90.94.196:6000/rtp/239.49.8.132:6000
浙江卫视,http://117.90.94.196:6000/rtp/239.49.8.139:6000
东方卫视,http://117.90.94.196:6000/rtp/239.49.8.140:6000
北京卫视,http://117.90.94.196:6000/rtp/239.49.8.141:6000
湖南卫视,http://117.90.94.196:6000/rtp/239.49.8.142:6000
广东卫视,http://117.90.94.196:6000/rtp/239.49.8.143:6000
深圳卫视,http://117.90.94.196:6000/rtp/239.49.8.145:6000
山东卫视,http://117.90.94.196:6000/rtp/239.49.8.146:6000
湖北卫视,http://117.90.94.196:6000/rtp/239.49.8.147:6000
天津卫视,http://117.90.94.196:6000/rtp/239.49.8.148:6000
河北卫视,http://117.90.94.196:6000/rtp/239.49.8.188:6000
安徽卫视,http://117.90.94.196:6000/rtp/239.49.8.204:6000
江西卫视,http://117.90.94.196:6000/rtp/239.49.8.185:6000
重庆卫视,http://117.90.94.196:6000/rtp/239.49.8.149:6000
黑龙江卫视,http://117.90.94.196:6000/rtp/239.49.8.144:6000
吉林卫视,http://117.90.94.196:6000/rtp/239.49.1.49:6000
青海卫视,http://117.90.94.196:6000/rtp/239.49.1.53:6000
辽宁卫视,http://117.90.94.196:6000/rtp/239.49.1.35:6000
广西卫视,http://117.90.94.196:6000/rtp/239.49.1.40:6000
海南卫视,http://117.90.94.196:6000/rtp/239.49.1.41:6000
四川卫视,http://117.90.94.196:6000/rtp/239.49.1.43:6000
河南卫视,http://117.90.94.196:6000/rtp/239.49.1.44:6000
东南卫视,http://117.90.94.196:6000/rtp/239.49.1.45:6000
山西卫视,http://117.90.94.196:6000/rtp/239.49.1.51:6000
贵州卫视,http://117.90.94.196:6000/rtp/239.49.1.52:6000
云南卫视,http://117.90.94.196:6000/rtp/239.49.1.235:6000
南京新闻综合,http://117.90.94.196:6000/rtp/239.49.0.25:8192
南京科教频道,http://117.90.94.196:6000/rtp/239.49.0.183:9434
南京生活频道,http://117.90.94.196:6000/rtp/239.49.0.26:8200
GCTN英语,http://117.90.94.196:6000/rtp/239.49.0.9:8064
CCTV-1综合,http://117.90.94.196:6000/rtp/239.49.8.19:9614
CCTV-2财经,http://117.90.94.196:6000/rtp/239.49.8.50:9802
CCTV-10科教,http://117.90.94.196:6000/rtp/239.49.8.54:9818
CCTV-12社会与法,http://117.90.94.196:6000/rtp/239.49.8.55:9822
CCTV-14少儿,http://117.90.94.196:6000/rtp/239.49.8.56:9826
CCTV-17农业农村,http://117.90.94.196:6000/rtp/239.49.8.52:9810
江苏卫视,http://117.90.94.196:6000/rtp/239.49.8.16:9602
湖南卫视,http://117.90.94.196:6000/rtp/239.49.8.12:9418
浙江卫视,http://117.90.94.196:6000/rtp/239.49.8.20:9618
北京卫视,http://117.90.94.196:6000/rtp/239.49.8.11:9414
东方卫视,http://117.90.94.196:6000/rtp/239.49.8.17:9606
广东卫视,http://117.90.94.196:6000/rtp/239.49.8.13:9422
山东卫视,http://117.90.94.196:6000/rtp/239.49.8.7:9306
深圳卫视,http://117.90.94.196:6000/rtp/239.49.8.15:9430
重庆卫视,http://117.90.94.196:6000/rtp/239.49.8.57:9830
辽宁卫视,http://117.90.94.196:6000/rtp/239.49.8.48:8000
黑龙江卫视,http://117.90.94.196:6000/rtp/239.49.8.14:9426
湖北卫视,http://117.90.94.196:6000/rtp/239.49.8.8:9632
天津卫视,http://117.90.94.196:6000/rtp/239.49.8.35:8620

浙江电信,#genre#
浙江卫视,http://183.151.27.135:4022/udp/233.50.201.100:5140
浙江钱江频道,http://183.151.27.135:4022/udp/233.50.201.132:5140
浙江经济生活,http://183.151.27.135:4022/udp/233.50.201.133:5140
浙江教育频道,http://183.151.27.135:4022/udp/233.50.201.134:5140
浙江民生休闲,http://183.151.27.135:4022/udp/233.50.201.136:5140
浙江新闻频道,http://183.151.27.135:4022/udp/233.50.201.137:5140
浙江少儿频道,http://183.151.27.135:4022/udp/233.50.201.138:5140
浙江之江纪录,http://183.151.27.135:4022/udp/233.50.202.25:5140
凤凰中文,http://183.151.27.135:4022/udp/233.50.200.191:5140
凤凰资讯,http://183.151.27.135:4022/udp/233.50.200.192:5140
CCTV-1综合,http://183.151.27.135:4022/udp/233.50.200.130:5140
CCTV-2财经,http://183.151.27.135:4022/udp/233.50.200.25:5140
CCTV-3综艺,http://183.151.27.135:4022/udp/233.50.201.196:5140
CCTV-4中文国际,http://183.151.27.135:4022/udp/233.50.200.101:5140
CCTV-5体育,http://183.151.27.135:4022/udp/233.50.201.197:5140
CCTV-6电影,http://183.151.27.135:4022/udp/233.50.201.198:5140
CCTV-7国防军事,http://183.151.27.135:4022/udp/233.50.200.24:5140
CCTV-8电视剧,http://183.151.27.135:4022/udp/233.50.201.199:5140
CCTV-9纪录,http://183.151.27.135:4022/udp/233.50.201.121:5140
CCTV-10科教,http://183.151.27.135:4022/udp/233.50.201.122:5140
CCTV-12社会与法,http://183.151.27.135:4022/udp/233.50.201.123:5140
CCTV-13新闻,http://183.151.27.135:4022/udp/233.50.201.246:5140
CCTV-14少儿,http://183.151.27.135:4022/udp/233.50.201.124:5140
CCTV-16奥林匹克,http://183.151.27.135:4022/udp/233.50.201.192:5140
CCTV-17农业农村,http://183.151.27.135:4022/udp/233.50.200.113:5140
CCTV-5+体育赛事,http://183.151.27.135:4022/udp/233.50.201.220:5140
湖南卫视,http://183.151.27.135:4022/udp/233.50.201.103:5140
